ingestion_batch_id,province,batch_no,package_no,package_code,material_category,source_file,table_index,row_number,table_type,parameter_name,required_value,response_value,deviation_status,risk_level,decision_reason,suggested_action,row_data
customer_liaoning_taichang_20260606_p0,辽宁,2025-03,包1,2225AC,电缆保护管CPVC,rag_seed/power_grid_resources/01_tender_documents/22_国网辽宁电力2025年第三次物资协议库存招标采购/extracted/电缆保护管CPVC/包1_完整招标文件_53488484541066181/包1_技术规范书_53488481987137315/国网辽宁省电力有限公司_2025年辽宁公司省招采购非结构化固化ID编制（G00J-500032536-00005）/电缆保护管-CPVC（φ150）.doc,5,3,bid_response_parameter_table,环境温度,-40,,pending_response,medium,存在项目需求值或标准值，但投标人响应值/保证值为空。,补充泰昌响应值、保证值或明确写入无偏差承诺后复核。,"{""序号"": ""1"", ""名称"": ""环境温度"", ""名称_2"": ""最低温度"", ""单位"": ""℃"", ""项目需求值"": ""-40"", ""投标人响应值"": """"}"
customer_liaoning_taichang_20260606_p0,辽宁,2025-03,包1,2225AC,电缆保护管CPVC,rag_seed/power_grid_resources/01_tender_documents/22_国网辽宁电力2025年第三次物资协议库存招标采购/extracted/电缆保护管CPVC/包1_完整招标文件_53488484541066181/包1_技术规范书_53488481987137315/国网辽宁省电力有限公司_2025年辽宁公司省招采购非结构化固化ID编制（G00J-500032536-00005）/电缆保护管-CPVC（φ150）.doc,5,4,bid_response_parameter_table,环境温度,25,,pending_response,medium,存在项目需求值或标准值，但投标人响应值/保证值为空。,补充泰昌响应值、保证值或明确写入无偏差承诺后复核。,"{""序号"": ""1"", ""名称"": ""环境温度"", ""名称_2"": ""最大温差"", ""单位"": ""℃"", ""项目需求值"": ""25"", ""投标人响应值"": """"}"
customer_liaoning_taichang_20260606_p0,辽宁,2025-03,包1,2225AC,电缆保护管CPVC,rag_seed/power_grid_resources/01_tender_documents/22_国网辽宁电力2025年第三次物资协议库存招标采购/extracted/电缆保护管CPVC/包1_完整招标文件_53488484541066181/包1_技术规范书_53488481987137315/国网辽宁省电力有限公司_2025年辽宁公司省招采购非结构化固化ID编制（G00J-500032536-00005）/电缆保护管-CPVC（φ150）.doc,5,5,bid_response_parameter_table,海拔,≤1000,,pending_response,medium,存在项目需求值或标准值，但投标人响应值/保证值为空。,补充泰昌响应值、保证值或明确写入无偏差承诺后复核。,"{""序号"": ""2"", ""名称"": ""海拔"", ""名称_2"": ""海拔"", ""单位"": ""m"", ""项目需求值"": ""≤1000"", ""投标人响应值"": """"}"
customer_liaoning_taichang_20260606_p0,辽宁,2025-03,包1,2225AC,电缆保护管CPVC,rag_seed/power_grid_resources/01_tender_documents/22_国网辽宁电力2025年第三次物资协议库存招标采购/extracted/电缆保护管CPVC/包1_完整招标文件_53488484541066181/包1_技术规范书_53488481987137315/国网辽宁省电力有限公司_2025年辽宁公司省招采购非结构化固化ID编制（G00J-500032536-00005）/电缆保护管-CPVC（φ150）.doc,5,6,bid_response_parameter_table,日照,0.1,,pending_response,medium,存在项目需求值或标准值，但投标人响应值/保证值为空。,补充泰昌响应值、保证值或明确写入无偏差承诺后复核。,"{""序号"": ""3"", ""名称"": ""日照"", ""名称_2"": ""日照"", ""单位"": ""W/cm²"", ""项目需求值"": ""0.1"", ""投标人响应值"": """"}"
customer_liaoning_taichang_20260606_p0,辽宁,2025-03,包1,2225AC,电缆保护管CPVC,rag_seed/power_grid_resources/01_tender_documents/22_国网辽宁电力2025年第三次物资协议库存招标采购/extracted/电缆保护管CPVC/包1_完整招标文件_53488484541066181/包1_技术规范书_53488481987137315/国网辽宁省电力有限公司_2025年辽宁公司省招采购非结构化固化ID编制（G00J-500032536-00005）/电缆保护管-CPVC（φ150）.doc,5,7,bid_response_parameter_table,覆冰厚度,20,,pending_response,medium,存在项目需求值或标准值，但投标人响应值/保证值为空。,补充泰昌响应值、保证值或明确写入无偏差承诺后复核。,"{""序号"": ""4"", ""名称"": ""覆冰厚度"", ""名称_2"": ""覆冰厚度"", ""单位"": ""mm"", ""项目需求值"": ""20"", ""投标人响应值"": """"}"
customer_liaoning_taichang_20260606_p0,辽宁,2025-03,包1,2225AC,电缆保护管CPVC,rag_seed/power_grid_resources/01_tender_documents/22_国网辽宁电力2025年第三次物资协议库存招标采购/extracted/电缆保护管CPVC/包1_完整招标文件_53488484541066181/包1_技术规范书_53488481987137315/国网辽宁省电力有限公司_2025年辽宁公司省招采购非结构化固化ID编制（G00J-500032536-00005）/电缆保护管-CPVC（φ150）.doc,5,8,bid_response_parameter_table,最大风速,35,,pending_response,medium,存在项目需求值或标准值，但投标人响应值/保证值为空。,补充泰昌响应值、保证值或明确写入无偏差承诺后复核。,"{""序号"": ""5"", ""名称"": ""最大风速"", ""名称_2"": ""最大风速"", ""单位"": ""m/s"", ""项目需求值"": ""35"", ""投标人响应值"": """"}"
customer_liaoning_taichang_20260606_p0,辽宁,2025-03,包1,2225AC,电缆保护管CPVC,rag_seed/power_grid_resources/01_tender_documents/22_国网辽宁电力2025年第三次物资协议库存招标采购/extracted/电缆保护管CPVC/包1_完整招标文件_53488484541066181/包1_技术规范书_53488481987137315/国网辽宁省电力有限公司_2025年辽宁公司省招采购非结构化固化ID编制（G00J-500032536-00005）/电缆保护管-CPVC（φ150）.doc,5,9,bid_response_parameter_table,埋深,＜8,,pending_response,medium,存在项目需求值或标准值，但投标人响应值/保证值为空。,补充泰昌响应值、保证值或明确写入无偏差承诺后复核。,"{""序号"": ""6"", ""名称"": ""埋深"", ""名称_2"": ""埋深"", ""单位"": ""m"", ""项目需求值"": ""＜8"", ""投标人响应值"": """"}"
customer_liaoning_taichang_20260606_p0,辽宁,2025-03,包1,2225AC,电缆保护管CPVC,rag_seed/power_grid_resources/01_tender_documents/22_国网辽宁电力2025年第三次物资协议库存招标采购/extracted/电缆保护管CPVC/包1_完整招标文件_53488484541066181/包1_技术规范书_53488481987137315/国网辽宁省电力有限公司_2025年辽宁公司省招采购非结构化固化ID编制（G00J-500032536-00005）/电缆保护管-CPVC（φ150）.doc,7,4,performance_parameter_table,……,,,informational,low,未识别到明确项目需求值或标准值，仅作为参数信息保留。,无需生成偏差判断，可在参数查询中展示。,"{""序号 / 1"": ""……"", ""名称"": """", ""单位"": """", ""招标人要求 / 型号和规格"": """", ""招标人要求 / 数量"": """", ""投标人响应 / 环刚度等级"": """", ""投标人响应 / 数量"": """"}"
customer_liaoning_taichang_20260606_p0,辽宁,2025-03,包1,2225AC,电缆保护管CPVC,rag_seed/power_grid_resources/01_tender_documents/22_国网辽宁电力2025年第三次物资协议库存招标采购/extracted/电缆保护管CPVC/包1_完整招标文件_53488484541066181/包1_技术规范书_53488481987137315/国网辽宁省电力有限公司_2025年辽宁公司配农网批次采购结构化技术规范编制（G00J-500038391-00004）/国网辽宁省电力有限公司_2025年辽宁公司配农网批次采购结构化技术规范编制（G00J-500038391-00004）.docx,0,2,bid_response_parameter_table,专用技术规范,电缆保护管-CPVC（φ200）.doc,,pending_response,medium,存在项目需求值或标准值，但投标人响应值/保证值为空。,补充泰昌响应值、保证值或明确写入无偏差承诺后复核。,"{""序号"": ""1"", ""名称"": ""专用技术规范"", ""项目需求值或表述"": ""电缆保护管-CPVC（φ200）.doc"", ""投标人保证值"": """"}"
customer_liaoning_taichang_20260606_p0,辽宁,2025-03,包1,2225AC,电缆保护管CPVC,rag_seed/power_grid_resources/01_tender_documents/22_国网辽宁电力2025年第三次物资协议库存招标采购/extracted/电缆保护管CPVC/包1_完整招标文件_53488484541066181/包1_技术规范书_53488481987137315/国网辽宁省电力有限公司_2025年辽宁公司配农网批次采购结构化技术规范编制（G00J-500038391-00004）/电缆保护管-CPVC（φ200）.doc,1,4,dimension_parameter_table,公称内径 70,公称壁厚e / 环刚度等级b / SN20: 3.5；公称壁厚e / 环刚度等级b / SN 30: 4.0；公称壁厚e / 环刚度等级b / SN 40: 4.5；不圆度: ≤1.6,,pending_response,medium,存在项目需求值或标准值，但投标人响应值/保证值为空。,补充泰昌响应值、保证值或明确写入无偏差承诺后复核。,"{""公称内径 DN/ID"": ""70"", ""公称壁厚e / 环刚度等级b / SN20"": ""3.5"", ""公称壁厚e / 环刚度等级b / SN 30"": ""4.0"", ""公称壁厚e / 环刚度等级b / SN 40"": ""4.5"", ""不圆度"": ""≤1.6""}"
customer_liaoning_taichang_20260606_p0,辽宁,2025-03,包1,2225AC,电缆保护管CPVC,rag_seed/power_grid_resources/01_tender_documents/22_国网辽宁电力2025年第三次物资协议库存招标采购/extracted/电缆保护管CPVC/包1_完整招标文件_53488484541066181/包1_技术规范书_53488481987137315/国网辽宁省电力有限公司_2025年辽宁公司配农网批次采购结构化技术规范编制（G00J-500038391-00004）/电缆保护管-CPVC（φ200）.doc,1,5,dimension_parameter_table,公称内径 90,公称壁厚e / 环刚度等级b / SN20: 4.0；公称壁厚e / 环刚度等级b / SN 30: 4.5；公称壁厚e / 环刚度等级b / SN 40: 5.0；不圆度: ≤1.8,,pending_response,medium,存在项目需求值或标准值，但投标人响应值/保证值为空。,补充泰昌响应值、保证值或明确写入无偏差承诺后复核。,"{""公称内径 DN/ID"": ""90"", ""公称壁厚e / 环刚度等级b / SN20"": ""4.0"", ""公称壁厚e / 环刚度等级b / SN 30"": ""4.5"", ""公称壁厚e / 环刚度等级b / SN 40"": ""5.0"", ""不圆度"": ""≤1.8""}"
customer_liaoning_taichang_20260606_p0,辽宁,2025-03,包1,2225AC,电缆保护管CPVC,rag_seed/power_grid_resources/01_tender_documents/22_国网辽宁电力2025年第三次物资协议库存招标采购/extracted/电缆保护管CPVC/包1_完整招标文件_53488484541066181/包1_技术规范书_53488481987137315/国网辽宁省电力有限公司_2025年辽宁公司配农网批次采购结构化技术规范编制（G00J-500038391-00004）/电缆保护管-CPVC（φ200）.doc,1,6,dimension_parameter_table,公称内径 100,公称壁厚e / 环刚度等级b / SN20: 4.0；公称壁厚e / 环刚度等级b / SN 30: 5.0；公称壁厚e / 环刚度等级b / SN 40: 6.0；不圆度: ≤2.0,,pending_response,medium,存在项目需求值或标准值，但投标人响应值/保证值为空。,补充泰昌响应值、保证值或明确写入无偏差承诺后复核。,"{""公称内径 DN/ID"": ""100"", ""公称壁厚e / 环刚度等级b / SN20"": ""4.0"", ""公称壁厚e / 环刚度等级b / SN 30"": ""5.0"", ""公称壁厚e / 环刚度等级b / SN 40"": ""6.0"", ""不圆度"": ""≤2.0""}"
customer_liaoning_taichang_20260606_p0,辽宁,2025-03,包1,2225AC,电缆保护管CPVC,rag_seed/power_grid_resources/01_tender_documents/22_国网辽宁电力2025年第三次物资协议库存招标采购/extracted/电缆保护管CPVC/包1_完整招标文件_53488484541066181/包1_技术规范书_53488481987137315/国网辽宁省电力有限公司_2025年辽宁公司配农网批次采购结构化技术规范编制（G00J-500038391-00004）/电缆保护管-CPVC（φ200）.doc,1,7,dimension_parameter_table,公称内径 125,公称壁厚e / 环刚度等级b / SN20: 5.0；公称壁厚e / 环刚度等级b / SN 30: 6.5；公称壁厚e / 环刚度等级b / SN 40: 8.0；不圆度: ≤2.3,,pending_response,medium,存在项目需求值或标准值，但投标人响应值/保证值为空。,补充泰昌响应值、保证值或明确写入无偏差承诺后复核。,"{""公称内径 DN/ID"": ""125"", ""公称壁厚e / 环刚度等级b / SN20"": ""5.0"", ""公称壁厚e / 环刚度等级b / SN 30"": ""6.5"", ""公称壁厚e / 环刚度等级b / SN 40"": ""8.0"", ""不圆度"": ""≤2.3""}"
customer_liaoning_taichang_20260606_p0,辽宁,2025-03,包1,2225AC,电缆保护管CPVC,rag_seed/power_grid_resources/01_tender_documents/22_国网辽宁电力2025年第三次物资协议库存招标采购/extracted/电缆保护管CPVC/包1_完整招标文件_53488484541066181/包1_技术规范书_53488481987137315/国网辽宁省电力有限公司_2025年辽宁公司配农网批次采购结构化技术规范编制（G00J-500038391-00004）/电缆保护管-CPVC（φ200）.doc,1,8,dimension_parameter_table,公称内径 150,公称壁厚e / 环刚度等级b / SN20: 6.5；公称壁厚e / 环刚度等级b / SN 30: 8.0；公称壁厚e / 环刚度等级b / SN 40: 9.5；不圆度: ≤2.5,,pending_response,medium,存在项目需求值或标准值，但投标人响应值/保证值为空。,补充泰昌响应值、保证值或明确写入无偏差承诺后复核。,"{""公称内径 DN/ID"": ""150"", ""公称壁厚e / 环刚度等级b / SN20"": ""6.5"", ""公称壁厚e / 环刚度等级b / SN 30"": ""8.0"", ""公称壁厚e / 环刚度等级b / SN 40"": ""9.5"", ""不圆度"": ""≤2.5""}"
customer_liaoning_taichang_20260606_p0,辽宁,2025-03,包1,2225AC,电缆保护管CPVC,rag_seed/power_grid_resources/01_tender_documents/22_国网辽宁电力2025年第三次物资协议库存招标采购/extracted/电缆保护管CPVC/包1_完整招标文件_53488484541066181/包1_技术规范书_53488481987137315/国网辽宁省电力有限公司_2025年辽宁公司配农网批次采购结构化技术规范编制（G00J-500038391-00004）/电缆保护管-CPVC（φ200）.doc,1,9,dimension_parameter_table,公称内径 175,公称壁厚e / 环刚度等级b / SN20: 8.0；公称壁厚e / 环刚度等级b / SN 30: 9.5；公称壁厚e / 环刚度等级b / SN 40: 11.0；不圆度: ≤2.8,,pending_response,medium,存在项目需求值或标准值，但投标人响应值/保证值为空。,补充泰昌响应值、保证值或明确写入无偏差承诺后复核。,"{""公称内径 DN/ID"": ""175"", ""公称壁厚e / 环刚度等级b / SN20"": ""8.0"", ""公称壁厚e / 环刚度等级b / SN 30"": ""9.5"", ""公称壁厚e / 环刚度等级b / SN 40"": ""11.0"", ""不圆度"": ""≤2.8""}"
customer_liaoning_taichang_20260606_p0,辽宁,2025-03,包1,2225AC,电缆保护管CPVC,rag_seed/power_grid_resources/01_tender_documents/22_国网辽宁电力2025年第三次物资协议库存招标采购/extracted/电缆保护管CPVC/包1_完整招标文件_53488484541066181/包1_技术规范书_53488481987137315/国网辽宁省电力有限公司_2025年辽宁公司配农网批次采购结构化技术规范编制（G00J-500038391-00004）/电缆保护管-CPVC（φ200）.doc,1,10,dimension_parameter_table,公称内径 200,公称壁厚e / 环刚度等级b / SN20: 9.0；公称壁厚e / 环刚度等级b / SN 30: 11.0；公称壁厚e / 环刚度等级b / SN 40: 13.0；不圆度: ≤3.2,,pending_response,medium,存在项目需求值或标准值，但投标人响应值/保证值为空。,补充泰昌响应值、保证值或明确写入无偏差承诺后复核。,"{""公称内径 DN/ID"": ""200"", ""公称壁厚e / 环刚度等级b / SN20"": ""9.0"", ""公称壁厚e / 环刚度等级b / SN 30"": ""11.0"", ""公称壁厚e / 环刚度等级b / SN 40"": ""13.0"", ""不圆度"": ""≤3.2""}"
customer_liaoning_taichang_20260606_p0,辽宁,2025-03,包1,2225AC,电缆保护管CPVC,rag_seed/power_grid_resources/01_tender_documents/22_国网辽宁电力2025年第三次物资协议库存招标采购/extracted/电缆保护管CPVC/包1_完整招标文件_53488484541066181/包1_技术规范书_53488481987137315/国网辽宁省电力有限公司_2025年辽宁公司配农网批次采购结构化技术规范编制（G00J-500038391-00004）/电缆保护管-CPVC（φ200）.doc,2,2,dimension_parameter_table,公称内径 50,公称内径允许偏差: +0.5；承口内径允许偏差: +0.5；承口最小深度: 60,,pending_response,medium,存在项目需求值或标准值，但投标人响应值/保证值为空。,补充泰昌响应值、保证值或明确写入无偏差承诺后复核。,"{""序号"": ""1"", ""公称内径"": ""50"", ""公称内径允许偏差"": ""+0.5"", ""承口内径允许偏差"": ""+0.5"", ""承口最小深度"": ""60""}"
customer_liaoning_taichang_20260606_p0,辽宁,2025-03,包1,2225AC,电缆保护管CPVC,rag_seed/power_grid_resources/01_tender_documents/22_国网辽宁电力2025年第三次物资协议库存招标采购/extracted/电缆保护管CPVC/包1_完整招标文件_53488484541066181/包1_技术规范书_53488481987137315/国网辽宁省电力有限公司_2025年辽宁公司配农网批次采购结构化技术规范编制（G00J-500038391-00004）/电缆保护管-CPVC（φ200）.doc,2,3,dimension_parameter_table,公称内径 100,公称内径允许偏差: +0.6；承口内径允许偏差: +0.6；承口最小深度: 80,,pending_response,medium,存在项目需求值或标准值，但投标人响应值/保证值为空。,补充泰昌响应值、保证值或明确写入无偏差承诺后复核。,"{""序号"": ""2"", ""公称内径"": ""100"", ""公称内径允许偏差"": ""+0.6"", ""承口内径允许偏差"": ""+0.6"", ""承口最小深度"": ""80""}"
customer_liaoning_taichang_20260606_p0,辽宁,2025-03,包1,2225AC,电缆保护管CPVC,rag_seed/power_grid_resources/01_tender_documents/22_国网辽宁电力2025年第三次物资协议库存招标采购/extracted/电缆保护管CPVC/包1_完整招标文件_53488484541066181/包1_技术规范书_53488481987137315/国网辽宁省电力有限公司_2025年辽宁公司配农网批次采购结构化技术规范编制（G00J-500038391-00004）/电缆保护管-CPVC（φ200）.doc,2,4,dimension_parameter_table,公称内径 125,公称内径允许偏差: +0.7；承口内径允许偏差: +0.7；承口最小深度: 100,,pending_response,medium,存在项目需求值或标准值，但投标人响应值/保证值为空。,补充泰昌响应值、保证值或明确写入无偏差承诺后复核。,"{""序号"": ""3"", ""公称内径"": ""125"", ""公称内径允许偏差"": ""+0.7"", ""承口内径允许偏差"": ""+0.7"", ""承口最小深度"": ""100""}"
customer_liaoning_taichang_20260606_p0,辽宁,2025-03,包1,2225AC,电缆保护管CPVC,rag_seed/power_grid_resources/01_tender_documents/22_国网辽宁电力2025年第三次物资协议库存招标采购/extracted/电缆保护管CPVC/包1_完整招标文件_53488484541066181/包1_技术规范书_53488481987137315/国网辽宁省电力有限公司_2025年辽宁公司配农网批次采购结构化技术规范编制（G00J-500038391-00004）/电缆保护管-CPVC（φ200）.doc,2,5,dimension_parameter_table,公称内径 150,公称内径允许偏差: +0.8；承口内径允许偏差: +0.8；承口最小深度: 100,,pending_response,medium,存在项目需求值或标准值，但投标人响应值/保证值为空。,补充泰昌响应值、保证值或明确写入无偏差承诺后复核。,"{""序号"": ""4"", ""公称内径"": ""150"", ""公称内径允许偏差"": ""+0.8"", ""承口内径允许偏差"": ""+0.8"", ""承口最小深度"": ""100""}"
customer_liaoning_taichang_20260606_p0,辽宁,2025-03,包1,2225AC,电缆保护管CPVC,rag_seed/power_grid_resources/01_tender_documents/22_国网辽宁电力2025年第三次物资协议库存招标采购/extracted/电缆保护管CPVC/包1_完整招标文件_53488484541066181/包1_技术规范书_53488481987137315/国网辽宁省电力有限公司_2025年辽宁公司配农网批次采购结构化技术规范编制（G00J-500038391-00004）/电缆保护管-CPVC（φ200）.doc,2,6,dimension_parameter_table,公称内径 175,公称内径允许偏差: +0.9；承口内径允许偏差: +0.9；承口最小深度: 100,,pending_response,medium,存在项目需求值或标准值，但投标人响应值/保证值为空。,补充泰昌响应值、保证值或明确写入无偏差承诺后复核。,"{""序号"": ""5"", ""公称内径"": ""175"", ""公称内径允许偏差"": ""+0.9"", ""承口内径允许偏差"": ""+0.9"", ""承口最小深度"": ""100""}"
customer_liaoning_taichang_20260606_p0,辽宁,2025-03,包1,2225AC,电缆保护管CPVC,rag_seed/power_grid_resources/01_tender_documents/22_国网辽宁电力2025年第三次物资协议库存招标采购/extracted/电缆保护管CPVC/包1_完整招标文件_53488484541066181/包1_技术规范书_53488481987137315/国网辽宁省电力有限公司_2025年辽宁公司配农网批次采购结构化技术规范编制（G00J-500038391-00004）/电缆保护管-CPVC（φ200）.doc,2,7,dimension_parameter_table,公称内径 200,公称内径允许偏差: +1.0；承口内径允许偏差: +1.0；承口最小深度: 120,,pending_response,medium,存在项目需求值或标准值，但投标人响应值/保证值为空。,补充泰昌响应值、保证值或明确写入无偏差承诺后复核。,"{""序号"": ""6"", ""公称内径"": ""200"", ""公称内径允许偏差"": ""+1.0"", ""承口内径允许偏差"": ""+1.0"", ""承口最小深度"": ""120""}"
customer_liaoning_taichang_20260606_p0,辽宁,2025-03,包1,2225AC,电缆保护管CPVC,rag_seed/power_grid_resources/01_tender_documents/22_国网辽宁电力2025年第三次物资协议库存招标采购/extracted/电缆保护管CPVC/包1_完整招标文件_53488484541066181/包1_技术规范书_53488481987137315/国网辽宁省电力有限公司_2025年辽宁公司配农网批次采购结构化技术规范编制（G00J-500038391-00004）/电缆保护管-CPVC（φ200）.doc,2,8,dimension_parameter_table,公称内径 225,公称内径允许偏差: +1.1；承口内径允许偏差: +1.1；承口最小深度: 120,,pending_response,medium,存在项目需求值或标准值，但投标人响应值/保证值为空。,补充泰昌响应值、保证值或明确写入无偏差承诺后复核。,"{""序号"": ""7"", ""公称内径"": ""225"", ""公称内径允许偏差"": ""+1.1"", ""承口内径允许偏差"": ""+1.1"", ""承口最小深度"": ""120""}"
customer_liaoning_taichang_20260606_p0,辽宁,2025-03,包1,2225AC,电缆保护管CPVC,rag_seed/power_grid_resources/01_tender_documents/22_国网辽宁电力2025年第三次物资协议库存招标采购/extracted/电缆保护管CPVC/包1_完整招标文件_53488484541066181/包1_技术规范书_53488481987137315/国网辽宁省电力有限公司_2025年辽宁公司配农网批次采购结构化技术规范编制（G00J-500038391-00004）/电缆保护管-CPVC（φ200）.doc,2,9,dimension_parameter_table,公称内径 250,公称内径允许偏差: +1.2；承口内径允许偏差: +1.2；承口最小深度: 120,,pending_response,medium,存在项目需求值或标准值，但投标人响应值/保证值为空。,补充泰昌响应值、保证值或明确写入无偏差承诺后复核。,"{""序号"": ""7"", ""公称内径"": ""250"", ""公称内径允许偏差"": ""+1.2"", ""承口内径允许偏差"": ""+1.2"", ""承口最小深度"": ""120""}"
customer_liaoning_taichang_20260606_p0,辽宁,2025-03,包1,2225AC,电缆保护管CPVC,rag_seed/power_grid_resources/01_tender_documents/22_国网辽宁电力2025年第三次物资协议库存招标采购/extracted/电缆保护管CPVC/包1_完整招标文件_53488484541066181/包1_技术规范书_53488481987137315/国网辽宁省电力有限公司_2025年辽宁公司配农网批次采购结构化技术规范编制（G00J-500038391-00004）/电缆保护管-CPVC（φ200）.doc,2,10,dimension_parameter_table,公称内径 注1：承口最小深度是从承口端部到承口底部的最小距离； 注2：承口内径偏差为制造与设计的差数； 注3：其他规格尺寸由供需双方协商确定，其公称内径允许偏差、承口内径允许偏差以及承口最小深度以表中最接近的一档为准。,公称内径允许偏差: 注1：承口最小深度是从承口端部到承口底部的最小距离； 注2：承口内径偏差为制造与设计的差数； 注3：其他规格尺寸由供需双方协商确定，其公称内径允许偏差、承口内径允许偏差以及承口最小深度以表中最接近的一档为准。；承口内径允许偏差: 注1：承口最小深度是从承口端部到承口底部的最小距离； 注2：承口内径偏差为制造与设计的差数； 注3：其他规格尺寸由供需双方协商确定，其公称内径允许偏差、承口内径允许偏差以及承口最小深度以表中最接近的一档为准。；承口最小深度: 注1：承口最小深度是从承口端部到承口底部的最小距离； 注2：承口内径偏差为制造与设计的差数； 注3：其他规格尺寸由供需双方协商确定，其公称内径允许偏差、承口内径允许偏差以及承口最小深度以表中最接近的一档为准。,,pending_response,medium,存在项目需求值或标准值，但投标人响应值/保证值为空。,补充泰昌响应值、保证值或明确写入无偏差承诺后复核。,"{""序号"": ""注1：承口最小深度是从承口端部到承口底部的最小距离； 注2：承口内径偏差为制造与设计的差数； 注3：其他规格尺寸由供需双方协商确定，其公称内径允许偏差、承口内径允许偏差以及承口最小深度以表中最接近的一档为准。"", ""公称内径"": ""注1：承口最小深度是从承口端部到承口底部的最小距离； 注2：承口内径偏差为制造与设计的差数； 注3：其他规格尺寸由供需双方协商确定，其公称内径允许偏差、承口内径允许偏差以及承口最小深度以表中最接近的一档为准。"", ""公称内径允许偏差"": ""注1：承口最小深度是从承口端部到承口底部的最小距离； 注2：承口内径偏差为制造与设计的差数； 注3：其他规格尺寸由供需双方协商确定，其公称内径允许偏差、承口内径允许偏差以及承口最小深度以表中最接近的一档为准。"", ""承口内径允许偏差"": ""注1：承口最小深度是从承口端部到承口底部的最小距离； 注2：承口内径偏差为制造与设计的差数； 注3：其他规格尺寸由供需双方协商确定，其公称内径允许偏差、承口内径允许偏差以及承口最小深度以表中最接近的一档为准。"", ""承口最小深度"": ""注1：承口最小深度是从承口端部到承口底部的最小距离； 注2：承口内径偏差为制造与设计的差数； 注3：其他规格尺寸由供需双方协商确定，其公称内径允许偏差、承口内径允许偏差以及承口最小深度以表中最接近的一档为准。""}"
customer_liaoning_taichang_20260606_p0,辽宁,2025-03,包1,2225AC,电缆保护管CPVC,rag_seed/power_grid_resources/01_tender_documents/22_国网辽宁电力2025年第三次物资协议库存招标采购/extracted/电缆保护管CPVC/包1_完整招标文件_53488484541066181/包1_技术规范书_53488481987137315/国网辽宁省电力有限公司_2025年辽宁公司配农网批次采购结构化技术规范编制（G00J-500038391-00004）/电缆保护管-CPVC（φ200）.doc,3,2,dimension_parameter_table,t＜6.0,公称壁厚: t＜6.0；公称壁厚允许偏差: +0.6,,pending_response,medium,存在项目需求值或标准值，但投标人响应值/保证值为空。,补充泰昌响应值、保证值或明确写入无偏差承诺后复核。,"{""序号"": ""1"", ""公称壁厚"": ""t＜6.0"", ""公称壁厚允许偏差"": ""+0.6""}"
customer_liaoning_taichang_20260606_p0,辽宁,2025-03,包1,2225AC,电缆保护管CPVC,rag_seed/power_grid_resources/01_tender_documents/22_国网辽宁电力2025年第三次物资协议库存招标采购/extracted/电缆保护管CPVC/包1_完整招标文件_53488484541066181/包1_技术规范书_53488481987137315/国网辽宁省电力有限公司_2025年辽宁公司配农网批次采购结构化技术规范编制（G00J-500038391-00004）/电缆保护管-CPVC（φ200）.doc,3,3,dimension_parameter_table,6.0≤t＜7.0,公称壁厚: 6.0≤t＜7.0；公称壁厚允许偏差: +0.7,,pending_response,medium,存在项目需求值或标准值，但投标人响应值/保证值为空。,补充泰昌响应值、保证值或明确写入无偏差承诺后复核。,"{""序号"": ""2"", ""公称壁厚"": ""6.0≤t＜7.0"", ""公称壁厚允许偏差"": ""+0.7""}"
customer_liaoning_taichang_20260606_p0,辽宁,2025-03,包1,2225AC,电缆保护管CPVC,rag_seed/power_grid_resources/01_tender_documents/22_国网辽宁电力2025年第三次物资协议库存招标采购/extracted/电缆保护管CPVC/包1_完整招标文件_53488484541066181/包1_技术规范书_53488481987137315/国网辽宁省电力有限公司_2025年辽宁公司配农网批次采购结构化技术规范编制（G00J-500038391-00004）/电缆保护管-CPVC（φ200）.doc,3,4,dimension_parameter_table,7.0≤t＜8.0,公称壁厚: 7.0≤t＜8.0；公称壁厚允许偏差: +0.8,,pending_response,medium,存在项目需求值或标准值，但投标人响应值/保证值为空。,补充泰昌响应值、保证值或明确写入无偏差承诺后复核。,"{""序号"": ""3"", ""公称壁厚"": ""7.0≤t＜8.0"", ""公称壁厚允许偏差"": ""+0.8""}"
customer_liaoning_taichang_20260606_p0,辽宁,2025-03,包1,2225AC,电缆保护管CPVC,rag_seed/power_grid_resources/01_tender_documents/22_国网辽宁电力2025年第三次物资协议库存招标采购/extracted/电缆保护管CPVC/包1_完整招标文件_53488484541066181/包1_技术规范书_53488481987137315/国网辽宁省电力有限公司_2025年辽宁公司配农网批次采购结构化技术规范编制（G00J-500038391-00004）/电缆保护管-CPVC（φ200）.doc,3,5,dimension_parameter_table,8.0≤t＜10.0,公称壁厚: 8.0≤t＜10.0；公称壁厚允许偏差: +1.0,,pending_response,medium,存在项目需求值或标准值，但投标人响应值/保证值为空。,补充泰昌响应值、保证值或明确写入无偏差承诺后复核。,"{""序号"": ""4"", ""公称壁厚"": ""8.0≤t＜10.0"", ""公称壁厚允许偏差"": ""+1.0""}"
