candidate_id,title_after_ingestion,source_group_title,source_page,evidence_type_label,actual_media_sha256,extracted_path,dedup_disposition,dedup_reason,matched_existing_asset_ids,quality,nearest_visual_match,ready_for_database_ingestion
technical-media-0075,泰昌ESG(环境、社会、公司治理)报告知识资料第002项,ESG(环境、社会、公司治理)报告,54,绿色低碳资料,52560ad73352446c499e69d0ca8641b24b1898a1b933c79a07fbb5c40d89035b,parsed_outputs/power_grid_customer_corpus/customer_taichang_historical_bid_20260713/p1_01_knowledge_assets/泰昌ESG(环境、社会、公司治理)报告知识资料第002项.jpg,same_evidence_existing,现有资产已包含同名完整原始报告/资料，Word 内嵌页只作历史载体追溯,"[""01204750-6211-4aba-80a6-b8959260abae"", ""04fee70a-24de-4d1c-b24c-a41fa147a8bd"", ""06b3f434-203a-4cb9-80a3-86fb0e262b86"", ""0a0b3501-685f-4f94-afcb-a52a8a0dab40"", ""0d71fa45-e9eb-40dd-91da-5130950d1ece"", ""0ee9919d-f804-4449-a312-2a8ce5f5072e"", ""125d2583-5e5a-4997-9434-b27b3200e700"", ""13bf12a2-4a7d-42de-babd-9680fae3502c"", ""14eec353-cff1-4b45-881b-9486f2e83b9e"", ""1baab407-a010-43b3-96cc-641be080051b"", ""1fc9caf2-4d6a-4276-bc5e-166088483c68"", ""233be940-59d0-4e7b-a4cc-4b769c7d3983"", ""235ef865-9426-4e70-92bd-d0ca8c59f66a"", ""242aa3d6-d122-47af-9173-88df838e99c4"", ""2451250a-761b-4165-a29f-0cd981a408c2"", ""26ede6ce-c142-44fa-809b-0c8a92b15dd6"", ""2919ebfd-4ffc-49b9-af05-eabddc080247"", ""29f7debe-1c01-44f3-81a8-211dfb7c43b5"", ""2af47074-6e0b-43f0-b3ad-e6c980030caf"", ""2e44ca78-a44d-46e2-9e75-973de938e274"", ""30e1c078-4d8a-4f8c-bebc-1dfc5eabcc63"", ""34609586-812b-4494-8306-54cd8b4d366e"", ""354b1569-9fdf-43e5-a0a5-7de8b21e9822"", ""378fb388-6a12-4ce4-8cde-b780f334a2be"", ""3c043789-4ef8-4120-8fe2-96b10c9fb430"", ""44b64ee9-dd0b-4bb7-9b08-2a882c6478bd"", ""4b2ae438-c919-4ac0-996a-ec981b206a1a"", ""5715e991-3552-479c-b8d4-ac785bacff3f"", ""5a3f2f3d-92c3-4357-905c-760086cf577e"", ""5af50a3f-48c8-4618-acc8-3b9827819a85"", ""5c356061-c2e6-4e46-8585-04a615720612"", ""5ccedd8f-e36f-4621-a945-a920dd3d8cfc"", ""5f1c5dab-ca6a-4e18-958b-cefab067afdd"", ""5fc386e8-c8d0-413c-b2d4-a457ddfdcef1"", ""65d3bbcb-55cb-4bfa-b231-457c177a7075"", ""67221296-5b84-4403-bda5-af5c2d9647af"", ""686eb209-0085-4430-a544-3b3ea00207e8"", ""6a4fa846-1dba-4654-9484-544d872b99ed"", ""6c63b933-0267-433d-bd53-1200a97b2185"", ""6d2fb5c6-440f-4eea-a1b9-faf7a2fcde48"", ""6dec701b-5646-4bd4-878c-a9b48ce93c27"", ""6ee890a2-8a93-493b-9ddf-845f42f9c7b2"", ""73bd3dcd-eb58-405b-a1a5-5edb175dc7a2"", ""73d340c3-e812-41c2-93ff-79b7a9456d1a"", ""75479d87-b116-46b7-99fa-71c3b011a2a3"", ""7ffb77bc-f6be-44e2-8276-f46093c8afab"", ""843e724d-4000-4f30-aefc-8bbaa205c358"", ""85f993f3-3b7c-4642-84aa-5ee5b0e47353"", ""8c0536d0-0178-4754-83c0-e49f166139ec"", ""9083b415-3da5-4d6d-8027-a9945f3dbd08"", ""9401bbe3-b4d7-47b2-ab64-8088023f42fc"", ""95fe27f1-2206-4be3-b438-970f2f76c281"", ""97518e6f-1dcf-46e8-9ff9-6ce66843d53a"", ""a0e295ae-bdbd-482e-b6a1-01b533b0bdc8"", ""a36626e4-f4e9-4877-9473-10ffd74efb93"", ""a5fe4cb4-1de0-4e1c-9340-4a5732df0b5c"", ""b4335342-9f0e-4b7d-a045-56cbc90c4697"", ""b7e893bb-8f1a-496c-adf0-9b74b86c6fb4"", ""bb0e412b-92ce-40bf-8ecf-8d947c5ce5f5"", ""bc1994ab-56cc-4188-a2ab-f8ef6608982f"", ""c148d407-d627-46de-a090-38859656fc93"", ""c31bbe74-7060-45e4-a190-72f32f69e6c8"", ""c4a7a32b-4c23-4562-a795-9b01d2822c90"", ""cc683960-9b1a-4108-b365-7674f23405bf"", ""ccb2fd3d-c0a4-4aa0-8198-69f78ed7ab35"", ""ccf5ac44-e4f4-47d1-af45-9611e82080a5"", ""cda5e452-8b99-430a-a73d-b9e3520ec066"", ""ce51628f-149f-492e-b518-00426ea4e3e1"", ""ce52e7bb-4794-46f2-8944-365f9323d713"", ""d92e05f2-fa21-443f-ac34-e1bae3d1521c"", ""dbc931b2-479f-4ae5-bd23-724ef5291e1b"", ""dd863bbc-1df7-4b33-8aae-532e480b9b14"", ""ec1bab5a-e4a6-4037-9d81-7a668f28d20c"", ""efdccd6a-5515-401c-be5c-cca3db226593"", ""f007483c-5845-42ca-b942-6ee75ede5b4e"", ""f5ffa6b2-f670-4240-91c8-79db0adf8808"", ""fb24cddf-38f5-4b2e-9de5-caacd780bcef"", ""ffd8b53a-962c-47eb-9ca2-45fc695bd4ed""]","{""valid"": true, ""file_size"": 79539, ""width"": 1158, ""height"": 1544, ""gray_mean"": 245.3435, ""gray_stddev"": 28.6143, ""white_ratio"": 0.828262, ""entropy"": 3.0451, ""quality_flags"": []}",{},False
technical-media-0076,泰昌ESG(环境、社会、公司治理)报告知识资料第003项,ESG(环境、社会、公司治理)报告,54,绿色低碳资料,ba88677238ebc45d33ca257b24e05beebf6b72dc5bc2893b1ba1335b68fddf06,parsed_outputs/power_grid_customer_corpus/customer_taichang_historical_bid_20260713/p1_01_knowledge_assets/泰昌ESG(环境、社会、公司治理)报告知识资料第003项.jpg,same_evidence_existing,现有资产已包含同名完整原始报告/资料，Word 内嵌页只作历史载体追溯,"[""01204750-6211-4aba-80a6-b8959260abae"", ""04fee70a-24de-4d1c-b24c-a41fa147a8bd"", ""06b3f434-203a-4cb9-80a3-86fb0e262b86"", ""0a0b3501-685f-4f94-afcb-a52a8a0dab40"", ""0d71fa45-e9eb-40dd-91da-5130950d1ece"", ""0ee9919d-f804-4449-a312-2a8ce5f5072e"", ""125d2583-5e5a-4997-9434-b27b3200e700"", ""13bf12a2-4a7d-42de-babd-9680fae3502c"", ""14eec353-cff1-4b45-881b-9486f2e83b9e"", ""1baab407-a010-43b3-96cc-641be080051b"", ""1fc9caf2-4d6a-4276-bc5e-166088483c68"", ""233be940-59d0-4e7b-a4cc-4b769c7d3983"", ""235ef865-9426-4e70-92bd-d0ca8c59f66a"", ""242aa3d6-d122-47af-9173-88df838e99c4"", ""2451250a-761b-4165-a29f-0cd981a408c2"", ""26ede6ce-c142-44fa-809b-0c8a92b15dd6"", ""2919ebfd-4ffc-49b9-af05-eabddc080247"", ""29f7debe-1c01-44f3-81a8-211dfb7c43b5"", ""2af47074-6e0b-43f0-b3ad-e6c980030caf"", ""2e44ca78-a44d-46e2-9e75-973de938e274"", ""30e1c078-4d8a-4f8c-bebc-1dfc5eabcc63"", ""34609586-812b-4494-8306-54cd8b4d366e"", ""354b1569-9fdf-43e5-a0a5-7de8b21e9822"", ""378fb388-6a12-4ce4-8cde-b780f334a2be"", ""3c043789-4ef8-4120-8fe2-96b10c9fb430"", ""44b64ee9-dd0b-4bb7-9b08-2a882c6478bd"", ""4b2ae438-c919-4ac0-996a-ec981b206a1a"", ""5715e991-3552-479c-b8d4-ac785bacff3f"", ""5a3f2f3d-92c3-4357-905c-760086cf577e"", ""5af50a3f-48c8-4618-acc8-3b9827819a85"", ""5c356061-c2e6-4e46-8585-04a615720612"", ""5ccedd8f-e36f-4621-a945-a920dd3d8cfc"", ""5f1c5dab-ca6a-4e18-958b-cefab067afdd"", ""5fc386e8-c8d0-413c-b2d4-a457ddfdcef1"", ""65d3bbcb-55cb-4bfa-b231-457c177a7075"", ""67221296-5b84-4403-bda5-af5c2d9647af"", ""686eb209-0085-4430-a544-3b3ea00207e8"", ""6a4fa846-1dba-4654-9484-544d872b99ed"", ""6c63b933-0267-433d-bd53-1200a97b2185"", ""6d2fb5c6-440f-4eea-a1b9-faf7a2fcde48"", ""6dec701b-5646-4bd4-878c-a9b48ce93c27"", ""6ee890a2-8a93-493b-9ddf-845f42f9c7b2"", ""73bd3dcd-eb58-405b-a1a5-5edb175dc7a2"", ""73d340c3-e812-41c2-93ff-79b7a9456d1a"", ""75479d87-b116-46b7-99fa-71c3b011a2a3"", ""7ffb77bc-f6be-44e2-8276-f46093c8afab"", ""843e724d-4000-4f30-aefc-8bbaa205c358"", ""85f993f3-3b7c-4642-84aa-5ee5b0e47353"", ""8c0536d0-0178-4754-83c0-e49f166139ec"", ""9083b415-3da5-4d6d-8027-a9945f3dbd08"", ""9401bbe3-b4d7-47b2-ab64-8088023f42fc"", ""95fe27f1-2206-4be3-b438-970f2f76c281"", ""97518e6f-1dcf-46e8-9ff9-6ce66843d53a"", ""a0e295ae-bdbd-482e-b6a1-01b533b0bdc8"", ""a36626e4-f4e9-4877-9473-10ffd74efb93"", ""a5fe4cb4-1de0-4e1c-9340-4a5732df0b5c"", ""b4335342-9f0e-4b7d-a045-56cbc90c4697"", ""b7e893bb-8f1a-496c-adf0-9b74b86c6fb4"", ""bb0e412b-92ce-40bf-8ecf-8d947c5ce5f5"", ""bc1994ab-56cc-4188-a2ab-f8ef6608982f"", ""c148d407-d627-46de-a090-38859656fc93"", ""c31bbe74-7060-45e4-a190-72f32f69e6c8"", ""c4a7a32b-4c23-4562-a795-9b01d2822c90"", ""cc683960-9b1a-4108-b365-7674f23405bf"", ""ccb2fd3d-c0a4-4aa0-8198-69f78ed7ab35"", ""ccf5ac44-e4f4-47d1-af45-9611e82080a5"", ""cda5e452-8b99-430a-a73d-b9e3520ec066"", ""ce51628f-149f-492e-b518-00426ea4e3e1"", ""ce52e7bb-4794-46f2-8944-365f9323d713"", ""d92e05f2-fa21-443f-ac34-e1bae3d1521c"", ""dbc931b2-479f-4ae5-bd23-724ef5291e1b"", ""dd863bbc-1df7-4b33-8aae-532e480b9b14"", ""ec1bab5a-e4a6-4037-9d81-7a668f28d20c"", ""efdccd6a-5515-401c-be5c-cca3db226593"", ""f007483c-5845-42ca-b942-6ee75ede5b4e"", ""f5ffa6b2-f670-4240-91c8-79db0adf8808"", ""fb24cddf-38f5-4b2e-9de5-caacd780bcef"", ""ffd8b53a-962c-47eb-9ca2-45fc695bd4ed""]","{""valid"": true, ""file_size"": 94293, ""width"": 1026, ""height"": 1521, ""gray_mean"": 200.5157, ""gray_stddev"": 76.3402, ""white_ratio"": 0.601715, ""entropy"": 4.1672, ""quality_flags"": []}",{},False
technical-media-0090,泰昌废水、废气、废固报告知识资料第001项,废水、废气、废固报告,94,绿色低碳资料,1f3bb15d9656d616d3d11e7f4d78df842f1727604f599bbab650085cf0908c15,parsed_outputs/power_grid_customer_corpus/customer_taichang_historical_bid_20260713/p1_01_knowledge_assets/泰昌废水、废气、废固报告知识资料第001项.jpg,same_evidence_existing,现有资产已包含同名完整原始报告/资料，Word 内嵌页只作历史载体追溯,"[""05b7c2ea-c1ec-402f-b754-4ddd3bb44312"", ""0bc46329-f996-4cf4-8bca-a6e620d247c2"", ""0e22d32d-1908-4fac-8973-03996e821801"", ""1120692f-3386-4401-aac7-65f8ebe5b110"", ""1856d76a-56f4-47a4-b0e2-d41f59e4347d"", ""18f27c2c-f6bc-470a-a23b-fb42c4b32bcb"", ""1de14d23-e944-4470-b352-0ef72527a4f1"", ""1eada0c3-50ab-460e-a02b-18610ac36533"", ""212ab3dd-0803-47c9-9b8a-2eaa0bf9be06"", ""272cb87d-5518-4704-a3df-ba45583cc11c"", ""2866d09f-25d9-416c-a25e-7a3a6f56bb88"", ""2d0e2a1e-6f50-4174-964a-739454126423"", ""2fb51296-e1a3-4c43-9e66-9623ccfef381"", ""44aab31b-93c8-4d19-a8dc-e79faa7227ed"", ""44d42606-81f5-4342-8042-e6110ea4c14d"", ""48af9c19-097b-40d3-98ab-71fe58170843"", ""4dae1682-7180-4dad-ba14-ce0a95c51d4e"", ""547b4a09-ca54-4980-93cd-95c5c6630ecf"", ""59bad1fb-a8be-4b8e-a7fd-fab25556ae0e"", ""5a6fbcb0-1057-449a-874d-02c9108bb4bf"", ""5fe249ee-020a-4c7c-8443-c901f7504401"", ""667ee292-4a25-4a1e-af92-d994593b7f48"", ""6b798a95-6b1d-4d49-b559-02982cd67f6c"", ""6eefe20b-54cf-4707-86b0-32024ddaa758"", ""7043e238-2401-4680-b56a-cd76a1b83b00"", ""73d08e7a-2c3b-4baf-b132-4abf9bed79bf"", ""7671e067-32d5-40f7-b3ce-71186c7d485b"", ""79dacb4d-c9a6-49a7-8ab3-8d24ebbae63f"", ""7d6fa368-2738-4a1d-bebb-ed0eb1caa506"", ""87a9d4ae-3099-4d13-a7eb-8451fdeed4f0"", ""8aa8ec3f-7e9a-4816-9a25-e540691726f6"", ""8bbc6123-6381-482f-a879-da1d625568d7"", ""8eca5364-9461-4647-9557-37beafabcc08"", ""8eca584d-06f9-4ea0-95d8-a474d7ac9da5"", ""8f0d3fc2-4a47-45a0-a464-fd58d97230c2"", ""8f2e5b5c-4ae1-4f26-b286-10eaa9544873"", ""97925b21-e1af-4fe3-a0b9-66504032c4c2"", ""9bab8829-aada-4857-a0d2-b3e34d173ee3"", ""a02567cf-bf17-4b12-a8b0-9284ffc7847b"", ""a1185984-c86a-4f26-bb84-cbf8648cf472"", ""a7e9f037-cb4c-4192-91c7-41d711b3b04d"", ""ac0f2cfd-436a-4769-8817-2dce3fd905bf"", ""ad558f81-a0f9-43b3-a5e7-39ea6d6622d9"", ""b4024e16-1580-47c8-a2e1-60d0af8abbec"", ""b60ee521-770b-45f9-9c39-fdceb5c1fa57"", ""c322b7f2-18f0-4c9b-bc71-c66ea5857f4d"", ""c64b868b-d062-4056-bde2-aa9effd1aff9"", ""c679f957-3318-404f-b188-5ad8c48b7a00"", ""c8f18ac3-f976-4ae1-bd71-a4f81ea5e288"", ""ca7d1c2a-559d-425a-8143-71c348c75eca"", ""d02967fe-37f6-4589-91ac-5f6c0f3bf4c3"", ""d233edf0-88b3-4776-8d43-da32d9d8d870"", ""d2729d03-956e-407c-9c5d-43b8d8c55c69"", ""d3f5a14e-4845-4c06-996c-1801669cc513"", ""de2f9284-e830-437c-93fb-bf841ba4fbe5"", ""e00f47e3-07e7-4442-a3c7-81dd13627547"", ""e20c9d89-544c-4135-8f93-b17ea09fa3bc"", ""e942e1b7-b486-4d4b-8391-5f01fb6ffff7"", ""eb415262-023d-46e1-95be-04b5bd39f854"", ""ed023136-6d5f-4617-a3cb-adf74b99c611"", ""ed21f14c-57be-4c6d-8182-3474325436a2"", ""ee402349-4cfc-46a6-9941-a34b1dd5ef61"", ""f1ec7d8b-1fa9-455c-bd1b-29be592265d9"", ""f2187aa3-8815-4be1-90af-fd241632e228"", ""f381e172-0d35-4d8a-9ffb-f98a2e0c6765"", ""f83a3458-15dc-4145-94fa-63c911925796"", ""f919573c-76ec-4c5d-9918-2deba616d6e9"", ""fc31ea1e-486e-47be-b28e-f935d6497298"", ""fddeef24-f131-4795-aa44-c3566a6947e6"", ""fffaf575-88d3-4e97-849c-46c8a6da28c2""]","{""valid"": true, ""file_size"": 283002, ""width"": 1654, ""height"": 2339, ""gray_mean"": 245.4459, ""gray_stddev"": 27.8867, ""white_ratio"": 0.865891, ""entropy"": 1.9304, ""quality_flags"": []}",{},False
technical-media-0113,泰昌现状环境影响评估报告知识资料第001项,现状环境影响评估报告,128,绿色低碳资料,8e24f6a724ab97a277d1d2c86f891803db59984c28c196c5883f61389929cd77,parsed_outputs/power_grid_customer_corpus/customer_taichang_historical_bid_20260713/p1_01_knowledge_assets/泰昌现状环境影响评估报告知识资料第001项.jpeg,already_ingested,同一批次、同一候选已存在，幂等跳过,"[""09a73818-03d8-4986-9c7a-e0dc5e1890da""]","{""valid"": true, ""file_size"": 383947, ""width"": 2480, ""height"": 3507, ""gray_mean"": 221.5969, ""gray_stddev"": 32.453, ""white_ratio"": 0.306259, ""entropy"": 4.5746, ""quality_flags"": []}",{},False
technical-media-0114,泰昌现状环境影响评估报告知识资料第002项,现状环境影响评估报告,128,绿色低碳资料,7d1d24a2e7f12ae1c9d2e7ea02fe5edaec20cb1c540c8fae1abbcdfb2146f1ea,parsed_outputs/power_grid_customer_corpus/customer_taichang_historical_bid_20260713/p1_01_knowledge_assets/泰昌现状环境影响评估报告知识资料第002项.jpeg,already_ingested,同一批次、同一候选已存在，幂等跳过,"[""1d82318e-28d0-49db-a17a-93e4abb7a8b0""]","{""valid"": true, ""file_size"": 333763, ""width"": 1266, ""height"": 1794, ""gray_mean"": 243.194, ""gray_stddev"": 32.0052, ""white_ratio"": 0.812607, ""entropy"": 2.3177, ""quality_flags"": []}",{},False
technical-media-0115,泰昌现状环境影响评估报告知识资料第003项,现状环境影响评估报告,128,绿色低碳资料,bbe38d2c7dee30948389dc25fe42c074fce74c1c46189affee0900a8f77f7f96,parsed_outputs/power_grid_customer_corpus/customer_taichang_historical_bid_20260713/p1_01_knowledge_assets/泰昌现状环境影响评估报告知识资料第003项.jpeg,already_ingested,同一批次、同一候选已存在，幂等跳过,"[""1a134d5f-ffc1-47c5-9a18-1bdc408e335e""]","{""valid"": true, ""file_size"": 258058, ""width"": 1266, ""height"": 1794, ""gray_mean"": 246.7723, ""gray_stddev"": 26.9492, ""white_ratio"": 0.853439, ""entropy"": 2.0333, ""quality_flags"": []}",{},False
technical-media-0116,泰昌现状环境影响评估报告知识资料第004项,现状环境影响评估报告,128,绿色低碳资料,7dbc70784a36053d79fe5a601ad065eea400999a0660474e13993cd1c2f0d4bb,parsed_outputs/power_grid_customer_corpus/customer_taichang_historical_bid_20260713/p1_01_knowledge_assets/泰昌现状环境影响评估报告知识资料第004项.jpeg,already_ingested,同一批次、同一候选已存在，幂等跳过,"[""8eb39a45-fd25-4d8b-9578-dd3f0d534ab5""]","{""valid"": true, ""file_size"": 152388, ""width"": 1266, ""height"": 1794, ""gray_mean"": 249.7503, ""gray_stddev"": 23.3687, ""white_ratio"": 0.910675, ""entropy"": 1.2593, ""quality_flags"": []}",{},False
technical-media-0117,泰昌现状环境影响评估报告知识资料第005项,现状环境影响评估报告,128,绿色低碳资料,b2006428acf2873c9c774620c1721a97d2424928f4799409e86f08cc404af1d0,parsed_outputs/power_grid_customer_corpus/customer_taichang_historical_bid_20260713/p1_01_knowledge_assets/泰昌现状环境影响评估报告知识资料第005项.jpeg,already_ingested,同一批次、同一候选已存在，幂等跳过,"[""3887ebe4-e89a-4c06-aeb6-aa5d6751e534""]","{""valid"": true, ""file_size"": 443302, ""width"": 2480, ""height"": 3507, ""gray_mean"": 245.3061, ""gray_stddev"": 26.3298, ""white_ratio"": 0.755219, ""entropy"": 2.7637, ""quality_flags"": []}",{},False
technical-media-0118,泰昌现状环境影响评估报告知识资料第006项,现状环境影响评估报告,128,绿色低碳资料,993640090a656b25cdce4684e9464de4c040760296847853f703ad0c8c9b3d31,parsed_outputs/power_grid_customer_corpus/customer_taichang_historical_bid_20260713/p1_01_knowledge_assets/泰昌现状环境影响评估报告知识资料第006项.jpeg,already_ingested,同一批次、同一候选已存在，幂等跳过,"[""fd57d64e-57f8-4449-b7f6-8759b6ecd542""]","{""valid"": true, ""file_size"": 495844, ""width"": 2480, ""height"": 3507, ""gray_mean"": 242.677, ""gray_stddev"": 30.5685, ""white_ratio"": 0.735275, ""entropy"": 3.0004, ""quality_flags"": []}",{},False
technical-media-0119,泰昌现状环境影响评估报告知识资料第007项,现状环境影响评估报告,128,绿色低碳资料,47dfbd34a32b588e1bd59470918b25f7289664602e450bd4dd339ab559a8187f,parsed_outputs/power_grid_customer_corpus/customer_taichang_historical_bid_20260713/p1_01_knowledge_assets/泰昌现状环境影响评估报告知识资料第007项.jpeg,already_ingested,同一批次、同一候选已存在，幂等跳过,"[""b8e1d61c-057c-478d-980d-25c56c605133""]","{""valid"": true, ""file_size"": 193995, ""width"": 1266, ""height"": 1794, ""gray_mean"": 248.5015, ""gray_stddev"": 24.9961, ""white_ratio"": 0.88147, ""entropy"": 1.5776, ""quality_flags"": []}",{},False
technical-media-0120,泰昌现状环境影响评估报告知识资料第008项,现状环境影响评估报告,128,绿色低碳资料,15e045907d29a4fd81f083cf246a70d5248ae9a8d1bc55a2323e0dc4bbc56c46,parsed_outputs/power_grid_customer_corpus/customer_taichang_historical_bid_20260713/p1_01_knowledge_assets/泰昌现状环境影响评估报告知识资料第008项.jpeg,already_ingested,同一批次、同一候选已存在，幂等跳过,"[""8202c82a-5ee2-4f36-9b42-2dcc9a865737""]","{""valid"": true, ""file_size"": 438111, ""width"": 2480, ""height"": 3507, ""gray_mean"": 243.3444, ""gray_stddev"": 29.4071, ""white_ratio"": 0.761261, ""entropy"": 2.8695, ""quality_flags"": []}",{},False
technical-media-0121,泰昌现状环境影响评估报告知识资料第009项,现状环境影响评估报告,128,绿色低碳资料,bb7519dfc61be6ec193f527a77f0ec24c38205689472f95898e6b014f89d6215,parsed_outputs/power_grid_customer_corpus/customer_taichang_historical_bid_20260713/p1_01_knowledge_assets/泰昌现状环境影响评估报告知识资料第009项.jpeg,already_ingested,同一批次、同一候选已存在，幂等跳过,"[""cf52f585-5cb8-42ad-973c-099d440ed21c""]","{""valid"": true, ""file_size"": 405354, ""width"": 2480, ""height"": 3507, ""gray_mean"": 244.1088, ""gray_stddev"": 28.494, ""white_ratio"": 0.775192, ""entropy"": 2.7194, ""quality_flags"": []}",{},False
technical-media-0122,泰昌现状环境影响评估报告知识资料第010项,现状环境影响评估报告,128,绿色低碳资料,f3c5130a731320a4ffab7902dc3eba222c714806a4513c7a929684dc83d5e967,parsed_outputs/power_grid_customer_corpus/customer_taichang_historical_bid_20260713/p1_01_knowledge_assets/泰昌现状环境影响评估报告知识资料第010项.jpeg,already_ingested,同一批次、同一候选已存在，幂等跳过,"[""ce14ee8a-e30b-4a84-b183-8add8e8ff9e7""]","{""valid"": true, ""file_size"": 351375, ""width"": 1266, ""height"": 1794, ""gray_mean"": 246.0708, ""gray_stddev"": 27.313, ""white_ratio"": 0.823074, ""entropy"": 2.2555, ""quality_flags"": []}",{},False
technical-media-0123,泰昌现状环境影响评估报告知识资料第011项,现状环境影响评估报告,128,绿色低碳资料,94f33be3e1899ed94b2e5c206df57343762376b81c120427392ac0a2cb36152e,parsed_outputs/power_grid_customer_corpus/customer_taichang_historical_bid_20260713/p1_01_knowledge_assets/泰昌现状环境影响评估报告知识资料第011项.jpeg,already_ingested,同一批次、同一候选已存在，幂等跳过,"[""a498cf00-4192-4d23-a0a5-e32af6926daa""]","{""valid"": true, ""file_size"": 380077, ""width"": 2480, ""height"": 3507, ""gray_mean"": 245.3406, ""gray_stddev"": 27.333, ""white_ratio"": 0.798538, ""entropy"": 2.4869, ""quality_flags"": []}",{},False
technical-media-0124,泰昌现状环境影响评估报告知识资料第012项,现状环境影响评估报告,128,绿色低碳资料,643dd28150bce48492e553b7b7c74a5ca735a020e2888eff059df2a8522aae9a,parsed_outputs/power_grid_customer_corpus/customer_taichang_historical_bid_20260713/p1_01_knowledge_assets/泰昌现状环境影响评估报告知识资料第012项.jpeg,already_ingested,同一批次、同一候选已存在，幂等跳过,"[""9c8d6624-f18a-47c9-86d6-5a15bb505f7c""]","{""valid"": true, ""file_size"": 332275, ""width"": 1266, ""height"": 1794, ""gray_mean"": 245.9311, ""gray_stddev"": 28.3911, ""white_ratio"": 0.833023, ""entropy"": 2.1516, ""quality_flags"": []}",{},False
technical-media-0125,泰昌现状环境影响评估报告知识资料第013项,现状环境影响评估报告,128,绿色低碳资料,337bb43a0e8919924f3adf2f163ef5ffaa6eee59dfb0e9d9a2fc9b2589b1ad77,parsed_outputs/power_grid_customer_corpus/customer_taichang_historical_bid_20260713/p1_01_knowledge_assets/泰昌现状环境影响评估报告知识资料第013项.jpeg,already_ingested,同一批次、同一候选已存在，幂等跳过,"[""dd949743-2ebe-4677-9ed7-8102028716b4""]","{""valid"": true, ""file_size"": 406434, ""width"": 2480, ""height"": 3507, ""gray_mean"": 245.2575, ""gray_stddev"": 27.1943, ""white_ratio"": 0.794312, ""entropy"": 2.5505, ""quality_flags"": []}",{},False
technical-media-0126,泰昌现状环境影响评估报告知识资料第014项,现状环境影响评估报告,128,绿色低碳资料,5d95cd885079ef019a18453a0b9ec16a74e7078e1f9a91153cf5ce177412df7a,parsed_outputs/power_grid_customer_corpus/customer_taichang_historical_bid_20260713/p1_01_knowledge_assets/泰昌现状环境影响评估报告知识资料第014项.jpeg,already_ingested,同一批次、同一候选已存在，幂等跳过,"[""85829325-b22e-4c64-a6a0-3838357a5915""]","{""valid"": true, ""file_size"": 361702, ""width"": 1266, ""height"": 1794, ""gray_mean"": 244.4828, ""gray_stddev"": 28.6881, ""white_ratio"": 0.779144, ""entropy"": 2.6845, ""quality_flags"": []}",{},False
technical-media-0127,泰昌现状环境影响评估报告知识资料第015项,现状环境影响评估报告,128,绿色低碳资料,ab3353880325d22b5429960ecce976790704e263e9dcaae174eda29fdca3a8b8,parsed_outputs/power_grid_customer_corpus/customer_taichang_historical_bid_20260713/p1_01_knowledge_assets/泰昌现状环境影响评估报告知识资料第015项.jpeg,already_ingested,同一批次、同一候选已存在，幂等跳过,"[""e916c4c3-fd54-4f58-b871-39806325f108""]","{""valid"": true, ""file_size"": 402107, ""width"": 2480, ""height"": 3507, ""gray_mean"": 243.7723, ""gray_stddev"": 29.088, ""white_ratio"": 0.765839, ""entropy"": 2.8124, ""quality_flags"": []}",{},False
technical-media-0128,泰昌现状环境影响评估报告知识资料第016项,现状环境影响评估报告,128,绿色低碳资料,b2b9a951b94f1b3225135e52a2d8c223f6b73831b2c29cd6582dde1e4e2728fa,parsed_outputs/power_grid_customer_corpus/customer_taichang_historical_bid_20260713/p1_01_knowledge_assets/泰昌现状环境影响评估报告知识资料第016项.jpeg,already_ingested,同一批次、同一候选已存在，幂等跳过,"[""24cbb7d6-9003-4085-b24c-3849a596d875""]","{""valid"": true, ""file_size"": 404315, ""width"": 2480, ""height"": 3507, ""gray_mean"": 243.453, ""gray_stddev"": 29.8168, ""white_ratio"": 0.770477, ""entropy"": 2.7875, ""quality_flags"": []}",{},False
technical-media-0129,泰昌现状环境影响评估报告知识资料第017项,现状环境影响评估报告,128,绿色低碳资料,5ea7609d266696f2645b111297a8a8dfc1c44070fdddbc8fdb01c011148ec128,parsed_outputs/power_grid_customer_corpus/customer_taichang_historical_bid_20260713/p1_01_knowledge_assets/泰昌现状环境影响评估报告知识资料第017项.jpeg,already_ingested,同一批次、同一候选已存在，幂等跳过,"[""fc6922a1-b006-4aad-83a8-3fcabe2a3b30""]","{""valid"": true, ""file_size"": 394628, ""width"": 2480, ""height"": 3507, ""gray_mean"": 244.0106, ""gray_stddev"": 29.2163, ""white_ratio"": 0.778687, ""entropy"": 2.701, ""quality_flags"": []}",{},False
